1,SUMATERA UTARA,KAB. LANGKAT,Kec. Padang Tualang,Seluruh Kelurahan/Desa,20852,20852,20800,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Tanjung Pura,Seluruh Kelurahan/Desa,20853,20853,20853,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Hinai,Seluruh Kelurahan/Desa,20854,20854,20854B1,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Secanggang,Seluruh Kelurahan/Desa,20855,20855,20855B1,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Gebang,Seluruh Kelurahan/Desa,20856,20856,20856,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Babalan,Seluruh Kelurahan/Desa,20857,20857,20857,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Pangkalan Susu,Seluruh Kelurahan/Desa,20858,20858,20858,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Besitang,Seluruh Kelurahan/Desa,20859,20859,20859,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Brandan Barat,Seluruh Kelurahan/Desa,20857,20881,20857,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Sei Lepan,Seluruh Kelurahan/Desa,20857,20882,20857,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Batang Serangan,Seluruh Kelurahan/Desa,20852,20883,20883,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Sawit Seberang,Seluruh Kelurahan/Desa,20852,20884,20883,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Wampu,Seluruh Kelurahan/Desa,20851,20885,20800,
1,SUMATERA UTARA,KAB. LANGKAT,Kec. Pematang Jaya,Seluruh Kelurahan/Desa,20858,20891,20859,
1,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Kec. Sei Rampah,Ds. Firdaus,20911,20911,20995,
1,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Kec. Sei Rampah,Ds. Firdaus Estate,20912,20912,20995,
1,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Kec. Sei Rampah,Ds. Cempedak Lobang,20913,20913,20995,
1,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Kec. Sei Rampah,Ds. Pematang Ganjang,20914,20914,20995,
1,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Kec. Sei Rampah,Ds. Sei Rampah,20915,20915,20995,
1,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Kec. Sei Rampah,Ds. Sei Rejo,20916,20916,20995,
1,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Kec. Sei Rampah,Ds. Pematang Pelintahan,20917,20917,20995,
1,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Kec. Sei Rampah,Ds. Pergulaan,20995,20919,20995,
1,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Kec. Sei Bamban,Ds. Sei Bamban,20921,20921,20995,
1,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Kec. Sei Bamban,Ds. Bamban Estate,20922,20922,20995,
1,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Kec. Sei Bamban,Ds. Sei. Buluh,20923,20923,20995,
1,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Kec. Sei Bamban,Ds. Pon,20924,20924,20995,
1,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Kec. Sei Bamban,Ds. Penggalean,20925,20925,20995,
1,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Kec. Sei Bamban,Ds. Bakaran Batu,20952,20929,20995,
1,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Kec. Silinda,Seluruh Kelurahan/Desa,20981,20981,20585,
1,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Kec. Bintang Bayu,Seluruh Kelurahan/Desa,20983,20983,20585,
1,SUMATERA UTARA,KAB. SERDANG BEDAGAI,Kec. Kotarih,Seluruh Kelurahan/Desa,20984,20984,20585,
